subs,view,count,category
15.855431341481827,22.022358834121203,7.042286171939743,People & Blogs
15.398604495058773,20.225121124484428,5.966146739123692,People & Blogs
15.204301799282751,21.279763626687966,9.18399639663658,Film & Animation
14.790070197962406,21.68348352521777,9.339261152043022,News & Politics
14.739769459487606,21.28408772239658,4.343805421853684,People & Blogs
14.518608069377388,19.291804501370812,7.613818684808629,Film & Animation
14.446782334806132,21.180968297345867,11.164587103533947,News & Politics
14.279244574196415,19.76834114214739,7.436617265234227,People & Blogs
14.27293540500315,18.738482830069135,3.6375861597263857,Education
14.234220892822458,19.02392142797824,5.846438775057725,Howto & Style
14.187074114396758,19.64550164358818,8.122668023346407,People & Blogs
14.03062193758122,19.041866674961444,5.087596335232384,Entertainment
13.919870573288517,19.761125349286846,7.458186157340487,Film & Animation
13.87377946608825,16.88674243490391,4.927253685157205,Education
13.845069360205818,18.88635080935954,6.736966958001855,Howto & Style
13.81049801614073,19.989669071679735,7.937017489515454,People & Blogs
13.79224193102492,18.90921083727958,6.891625897052253,People & Blogs
13.790192749979985,19.473098835012234,8.047509510981422,People & Blogs
13.695600261291716,20.893471708506958,10.319694757176194,Entertainment
13.688812904918317,20.762925235593908,6.234410725718371,Music
13.594863886848652,21.056582802359376,10.353671054332557,News & Politics
13.589863876431945,20.269737249819194,9.637306011530349,News & Politics
13.500799813124575,18.935274425662968,6.8001700683022,Travel & Events
13.465953081794405,19.56867886061682,7.618251097876695,Entertainment
13.37700559577791,17.23198665664349,4.51085950651685,Music
13.35506114152335,20.076960602105398,4.499809670330265,Gaming
13.324487561494463,17.83200557244513,7.765569081097317,Film & Animation
13.258640995696876,18.21871163591732,5.159055299214529,Howto & Style
13.178743710840436,19.21686616577707,9.510963348560765,News & Politics
13.178743710840436,18.33081501717951,5.872117789475416,Howto & Style
13.159659162148026,17.494310281853306,5.214935757608986,Howto & Style
13.116345305078767,17.818694711492622,3.7612001156935624,Travel & Events
13.093963902882631,19.757267321518903,8.519989278718239,People & Blogs
13.060487973686241,20.14222066820852,8.462314529906248,Music
13.045482333068371,18.946762463420797,6.548219102762372,People & Blogs
13.041153321978786,18.33980703108964,6.992096427415888,Entertainment
13.028052697933088,17.917422002319903,7.723120092266331,Education
13.028052697933088,19.19865385431764,7.091742115095153,Film & Animation
13.001325049027272,18.90895273587673,6.856461984594587,Entertainment
12.987688474077727,19.214892913591523,5.541263545158426,People & Blogs
12.983101310070822,16.867066724725984,5.814130531825066,Education
12.980799813082541,18.182201207775808,2.833213344056216,Film & Animation
12.976180867226248,17.754076073622667,5.049856007249537,People & Blogs
12.962194625251508,18.256623808800597,5.916202062607435,Science & Technology
12.957488734214095,17.510401233430304,5.081404364984463,Music
12.948009990259552,20.006611650986045,10.451926829595399,News & Politics
12.931202871943169,19.265780261181508,9.220191688026556,Entertainment
12.896716695872,20.199638442400378,9.104757609401117,People & Blogs
12.894207284266574,18.627774040287374,7.093404625868766,People & Blogs
12.881564890851399,18.46975601033344,7.108244139731541,Gaming
12.86876061860541,18.185320218388625,5.68697535633982,Comedy
12.866179972011919,18.3199667940459,6.1224928095143865,People & Blogs
12.866179972011919,16.806311442180665,7.418780882750794,Entertainment
12.815838217151068,18.758267223859615,9.250618218474752,News & Politics
12.810388612383504,18.593752587070277,4.51085950651685,Film & Animation
12.748396936355535,18.568188255288582,4.564348191467836,People & Blogs
12.742566016044742,16.92051611729737,4.59511985013459,People & Blogs
12.730801174465157,18.88639193008144,6.6895992691789665,People & Blogs
12.7098736543592,17.91731563785394,5.4116460518550396,Entertainment
12.697715449879391,18.0187155639442,5.634789603169249,Howto & Style
12.688498794774466,17.440891376738605,6.489204931325317,Howto & Style
12.688498794774466,18.012644999588204,5.755742213586912,Travel & Events
12.685407602204794,19.392609113872936,8.014004994779459,Entertainment
12.647548191161372,18.971249017715824,8.225235324101668,Gaming
12.647548191161372,17.68068993349532,5.081404364984463,Comedy
12.637855061955712,18.01522459580406,8.06777619577889,Howto & Style
12.618182296357007,18.35285357848036,7.306531398939505,Entertainment
12.618182296357007,19.967096529475135,8.22282213081366,Music
12.604848765487542,17.358906996779865,7.786551806428712,Music
12.570715759118084,18.936363906749587,8.105005537547246,People & Blogs
12.56374708980199,16.037000881728716,5.616771097666572,News & Politics
12.556729517143344,18.236319708835634,4.927253685157205,Film & Animation
12.553202176625375,18.838292317498627,8.124446855715847,Education
12.54966234992025,19.096138647717005,4.820281565605037,Entertainment
12.54966234992025,18.057333388906645,5.236441962829949,People & Blogs
12.546109948315882,18.235277880806123,6.144185634125646,Travel & Events
12.542544882151386,18.068869723365427,6.395261598115449,Howto & Style
12.528156144699286,19.2316250578471,7.925518979786926,Music
12.524526376648708,17.834640846563197,4.955827057601261,Film & Animation
12.506340187666453,18.972864796252153,6.453624998892692,Music
12.502466658583977,18.397326330324226,7.323830566202317,News & Politics
12.491251587763836,18.878253750901095,6.833031732786201,Film & Animation
12.476099782743233,17.43391244969727,6.375024819828097,Howto & Style
12.464583340681674,17.7559673252463,5.5053315359323625,Entertainment
12.464583340681674,17.6800372827945,5.60947179518496,Travel & Events
12.460714863903755,17.625313821448216,6.345636360828596,Entertainment
12.4529327234617,18.64812631628999,7.938445551164788,News & Politics
12.425208175446844,17.921269494316533,6.359573868672378,Entertainment
